image_name,class_id,xmin,ymin,xmax,ymax,recognized_text
5000159471510_4_ucb.JPG,10,1257,1874,2945,2574,"M DE Erdn' sse (24%) inMu scnokriade (489) mit Zuckeerübssäzkg Zucker, Erdnüsze Kakcon Sse Vo ailchpulver , Kakaobutter, Glukosesirup- ririlc pu er, Emulgator (Sojatecithin) Milchzcker Slabilsator (Gumrn srabicum) gcafetti Butterreintett (aus Milch) Dextrin QÜbezigsnitel (Carnaubawachs) ; rarbstotfe (E390, E120, E133 E160a, Eigoe; E170) , Palmkernöl , Aromen, Salz. (Kann cnnalten: Haselnuss Mandel). [S Cacahuetes (24%) recobienos de chocolate con leche (48%) Y una capa de azucars Ingredientes: azicar cacahuetes, pasta de cacao, leche entera en polvo, manteca de cacao; almidon; de palma; jarabe de glucosa; Ieche descremada en emulgente (lecitina de lactosa, estabilizante (goma arabiga), manteca de karite, de mantequilla {cja: Hechosadestranaizagentgae ecubrmiento {cera carnauba) colorantes {Eioo (de la E160a, Ei6Oe, E170) , aceite de semillas de palma, aromas; sal: (Puede E120, E133, contener: avellana, almendra). Zulaten; Palmfett , polvo Igrasa grasa"
5000159471510_4_ucb.JPG,11,1263,2893,2507,3179,"IMP: [ Mars Austria OG, Handelskai 92, A-1200 Wien 02162 601-0 WWW.mars.at DE Mars GmbH D-82004 Unterhaching 089 130 130 60, WWW.mars de [S Mars Multisales Spain S.L Plaza de Carlos Trias Bertran, 4, 1a planta, 28020 Madrid, Espana 900 10 25 88, www.mars.es"
5000159471510_4_ucb.JPG,3,2527,2516,2977,3352,
5000159471510_4_ucb.JPG,7,1269,3347,1707,3479,220 g €
5000159471510_4_ucb.JPG,6,1735,3313,1877,3460,
5000159471510_4_ucb.JPG,6,1921,3238,2130,3462,
5000159471510_4_ucb.JPG,5,887,408,3330,3800,"Portionen pro Packung: Porciones por paquete: 5 Portionsgrösse: / Tamno de la porcion: 449 1 44 (% Nährwertinformation Informacion Nutricional 10O5 (11%) 2157kJ al (11%) Energie Valor energetico 516kca 1g (16%) Fes ' Grasas 269 Ig (24%) davon gesätigte Fets ure ) / de 'as saturadas 119 269 (109) 589 Kohlenhydrate Hidra ps de Curtono 23g (26%) davon Zucker 7 io' Val azucares 53g 4 . 4g (99) weiss Proteina s 0.04g (< 1%) Salz Sal 0.109 Envarhsenen (8 400 KJI2 OOO kcal/ Referenzmer g2 GIr durch; chnmtlich de reterericie de Un adi recio (8 400 k 0OO kcal) DE Erdnusse (24%) In Mi' nschokr ade (48%) Zuckerübaazkg Zucker, Erdrüsze Ka Ont#sse; Ye2 Emichaalveo Kakaabutter, Stärkhucker Glukosesirup N Fik ilc Pu er Emulgator (Sojalecithin) Siabiisator (Gumm arabicum); Sncafeti Butterreinfett _aus Milch) Dexrino (Carnaubawachs) #e (E100, E120, E133, E160a, Ei6oe; E170) , Palmkernol ; Aromen, Salz. (Kann anarbstmaiten: ' Haselnuss, Mandel). [S Cacahuetes (24%) recorbientos de chocolate con leche (489) Y una capa de azucarc ingredienos: izicar cacahuetes, de cacao, leche entera en polvo; manteca de cacao; almidon; de jarabe de glucosa; leche descremada en emulgente (lecitina de grasa lactosa, estabilizante (goma arabiga) , manteca de karite, grasa de mantequilla {.jaa Hachesadestrinaizagentgae recubrimiento (cera carnauba) colorantes Eioo (de la E16Oa, E16Oe, E170) , aceite de semillas de palma; aromas, sal: (Puede E120, E133, contener: avellana, almendra) . [L DE Milchschokolade enthält neben Kakaobutter andere pflanzliche Fette. [S El chocolate con leche contiene grasas vegetales ademas de manteca de cacao IMP: [ Mars Austria OG, Handelskai 92, A-1200 Wien 02162 601-0 WWW.mars at DE Mars GmbH, D-82004 Unterhaching; 089 130 130 60, wWW.mars de [S Mars Multisales Spain SL Plaza de Carlos Trias Bertran, 4, 1a planta; 28020 Madrid; Espana 900 10 25 88, www.mars. es 220 9494 227K cual 109 für 'Inges Zulalen;: mit Palmfett , Überzugsmittel pasta polvo, palma, auch g e @"
5000159471510_4_ucb.JPG,9,1457,1878,2807,1951,Erdnusse (249) in Schokr ade (489) Zuckerüberzug Gtirko mit
5000112548167_2_ucb.JPG,20,1894,1758,2077,2023,
5000112548167_2_ucb.JPG,3,1875,2030,2126,2572,:
5000112548167_2_ucb.JPG,2,2163,1947,2979,2354,"@c""o"
5000112548167_2_ucb.JPG,1,2479,2394,2921,2537,ligBt taste
5000112548167_2_ucb.JPG,12,1834,1863,1873,2276,
5000112548167_2_ucb.JPG,5,1824,254,3005,4364,OHNE KALORIEN 1 0 : Cceg Cigft taste
5707196160192_6_ucb.JPG,5,213,1505,3692,3760," > ZUBEREITUNG/ISTRUZIONI PER LA COTTURA /BEREIDINGSWIJZE /CoNsEILS DE PREPARATION (DE) Schachtel öffnen, Folienbeutel herausnehmen und (NL) Haal het vlees uit de doos en de plastic verpak- den gesamten Inhalt (ohne Folie) anschließend in eine king en plaats het in een ovenschaal. Voeg het vocht geeignete Auflaufform oder Grillschale füllen: uit de verpakking toe en verwarm volgens instructies. Trek voor het serveren het vlees uit elkaar met 2 (IT) Estrarre (arrosto dal sacchetto di plastica e met- vorken en meng met het kookvocht. terlo su una teglia da forno. Versare la salsa restante sul prodotto e riscaldare seguendo le modalita di (FR) Retirez la viande du sachet sous vide et placez-la cottura. Prima di servirlo sfilacciare la carne con due dans un plat adapte. Versez la sauce et rechauffez le forchette e condire con la salsa. Pulled Pork en suivant les conseils de preparation. Avant de servir; effilochez la viande a (aide de 2 fourchettes et melangez avec la sauce. OFEN /FORNO/oVEN /FOUR GRILL/IN GRIGLIA Ivorgeheizt /pre-riscaldato /voorverwarmd/ Ca. 30 Minuten bei indirekter Hitze prechauffe) Circa30 min. nonacontatto diretto con la fiam - 25-30 Minuten bei 180*c./25-30 min.a180 C. ma. Ca. 30 min. bij indirecte warmte. 25-30 min. bij 180*c/25-30 min. 9 180 c. Environ 30 min. a chaleur indirecte."
5707196160192_6_ucb.JPG,18,436,2136,1913,2377,"(DE] Schachtel öffnen, Folienbeutel herausnehmen und den gesamten Inhalt (ohne Folie) anschließend in eine geeignete Auflaufform oder Grillschale füllen."
5707196160192_6_ucb.JPG,18,430,2449,1904,2853,{IT] Estrarre ('arrosto dal sacchetto di plastica e met - terlo su una teglia da forno. Versare la salsa restante sul prodotto e riscaldare seguendo le modalita di cottura. Prima di servirlo sfilacciare la carne con due forchette e condire con la salsa.
5707196160192_6_ucb.JPG,18,2002,2127,3470,2536,(NL) Haal het vlees uit de doos en de plastic verpak- king en plaats het in een ovenschaal. Voeg het vocht uit de verpakking toe en verwarm volgens instructies. Trek voor het serveren het vlees uit elkaar met 2 vorken en meng met het kookvocht.
5707196160192_6_ucb.JPG,18,1996,2602,3462,3002,(FR) Retirez la viande du sachet sous vide et placez-la dans un plat adapte. Versez la sauce et rechauffez le Pulled Pork en suivant les conseils de preparation. Avant de servir; effilochez la viande & laide de 2 fourchettes et melangez avec la sauce.
5707196160192_6_ucb.JPG,18,444,3121,1875,3560,OFEN/ FORNO/ OVEN/ FOUR Ivorgeheizt /pre-riscaldato /voorverwarmd/ prechauffe) 25-30 Minuten bei 180*c./25-30 min. a180'C. 25-30 min. bij 180*c/25-30 min. 9180'c.
5707196160192_6_ucb.JPG,18,2004,3100,3513,3562,GRILL/IN GRIGLIA Ca. 30 Minuten bei indirekter Hitze Circa30min nonacontatto diretto con la fiam - ma: Ca. 30 min. bij indirecte warmte. Environ 30 min. & chaleur indirecte.
5707196160192_6_ucb.JPG,2,1616,1537,2509,1701,2
5707196160192_6_ucb.JPG,4,707,1595,1101,1739,
5707196160192_6_ucb.JPG,0,706,1593,1102,1736,
5600821261717_3_ucb.JPG,10,1174,644,1730,1964,"'inssatak _mit Ingxex E Haser (1) Rohruder* @ (aser ; Stevia-Blätter* ) qheeoma (0,296) natürliches Bib aus   kontolliert # @) während  der  Gärung Ilenas schüteln  Vorsidtig 7 # che Edkettenaufdrudk   oder M lIgsqüt lagem   Nad  dem ""hxshrn und innerhalb von 3 }Tagen [gakinginsntsderssn Lilbjruerse osmnosis; ane Jombudacibtures; organic pt*h kaes) organic tea, ddlenon faour 0.05% , Badllus egdde Open @refully Store in a Hhqpening | between Oand 8E 'sebotiom ofan Iidt ouuans""  Jen organic tueition)  geen skeep / Bdbebores"
5600821261717_3_ucb.JPG,11,1286,2248,1678,2650,"Sa Industrial 6 de Evora Rua do NP 9 Parque Tecnologico Marmore, 7005-433  Evora; Portuygal"
5600821261717_3_ucb.JPG,7,1314,3290,1617,3437,e '25Om|
5600821261717_3_ucb.JPG,3,1204,2552,1257,3283,"SA 0 0 0 """
5600821261717_3_ucb.JPG,0,2142,1089,2483,1788,CuI THE
5600821261717_3_ucb.JPG,2,1974,1795,2490,2275,CAPII KOMBI
5600821261717_3_ucb.JPG,1,1902,2608,2498,2824,GINGER &
5600821261717_3_ucb.JPG,22,1782,756,2142,1184,BIO-ORGANIC PT-8I0-05 EUNONEU AGRICULTURE
5600821261717_3_ucb.JPG,4,2249,1670,2485,1797,GVh ITHE
5600821261717_3_ucb.JPG,5,1179,308,2505,3797,"{nhak Ipgxsr [x Hasrer (1) Rohrzuder* @) (asser, Stevia-Blätter' ) BIO-ORGANIC (0,296) natürlides 8i aus   kontolliert @) während   der  Gärung Ilemas scütteln; Vorsiditig PT-BIO 05 EUNONEUAGRICULTURE #s she  Edkettenauifdrudk   oder J Igesdütt lbgem  Nad dem Iuiaxzhenundinnerhal von 3 [uonlingisnentedgrssn Labjrerse osmnosis; ane lombudaaulbures; ( ptth kaes) organic geen tea, Eidbnon favour 0.,0596 ,""Badllus CUh {gdde Open Store in a ~Ahroening} between Oand zubbesbotom dan CAPI Made , bottled by; e Retic ndas; KOMBU Sa Industrial U NATURALLY 6 de Evora Rua do NP9, GINGER & biss Siehe 0 0 7 mi Eudke teroma ouuans""  Art Vhen Tagen organic iution)  organic THE @efuly keep Asteriscos Parque FERMENTED[ eTemologico Marmore; 7005-433  Evora; Porugal Mlndestens haloar ' Dosenboden 25Oml AUTHENTIC | 100%"
5600821261717_3_ucb.JPG,9,1161,635,1734,708,Imiea mi Ipaxer 2 Gtank
5000159471510_5_ucb.JPG,2,918,1265,3072,2224,PEANUI 1 3 1  8 i $ @10
5000159471510_5_ucb.JPG,7,2533,802,2921,1044,220g
5000159471510_5_ucb.JPG,19,1082,2880,1329,3495,1 E 449 M9kJ 11% J7 kcal '7kcal ioog; 516
5000159471510_5_ucb.JPG,1,999,1197,1475,1378,PEANUT
5000159471510_5_ucb.JPG,5,670,343,3308,3850,PEANUT ? mg M M 95 2 449 I M9kJ 11% M 100g; M kcal 220g 010 'n7kcal 0/516
5600821261717_1_ucb.JPG,10,1606,608,2562,1972,"DE Eenmentiendtes_Grüntes Getäk _m h Ztronengeschmak  Zutaten: Wasser (} Kombucha-Kuluren Stevia   Tee-Exdrakt' (asa; = Grüntee natüridhes Ingweraroma Ie Zitonenaroma (0,059)   ""Badllus   coaguans, a &c biologischem Anbau (1)   gefitert   (2) während & umgewandet   Nidit  vergessen; Niemas shith b öffnen Mindestens   haltbar   bis   siehe  Eiletenaiid  Faschenschulter:   Wäre-   und lidtgescütt bgen 8 Öffnen zischen O und 69C aufbewahren undinnenabyni  aufbrauchen EN Qrganiclighdyspaikdingimsnk) tea Ingredients: Water filtered by reverse osini (pir sugar (tansfored duringfermentation) kombucohrr stevia tea exbad (water; steva leaes) opntp nabural ginger flavour 0.2%, natural Jemon fanur 0653, cagulans""  Remember; Never shake Open @iikSr coldry place, awayfrom sunlight Afier openingkeeptss _ 6C and cnsumewithin 3 days Bestbefre: sbitnde Rohnr Sein (024 organic"
5600821261717_1_ucb.JPG,20,1758,2182,2126,2597,2
5600821261717_1_ucb.JPG,3,1654,2604,2218,3420, 8 5 ;
5600821261717_1_ucb.JPG,7,2334,3236,2550,3416,e 2504
5600821261717_1_ucb.JPG,12,1266,2644,1418,3500,8M0m] 8o 3 { Ai]
5600821261717_1_ucb.JPG,11,2314,2252,2570,2656,SA Parque Mnoune e Tecnokgmcho Rua do Mamue K Exor Portugal 17005-433 |
5600821261717_1_ucb.JPG,5,1232,304,2567,3817,"DE Eenentientes_Grüntee Getänk m h Zitronengeschmak  Zutaten; Wasser ( Kombucha-Kulturen , Stevia   Tee-Exdalt' (lasxr;  (WFRET Grüntee* natüridhes Ingwueraroma   (02x Aboal Zitonenaroma (0,05%),   ""Badllus   cagulans, as &r biologischem   Anbau (1)   gefitert   (2) wahend & lhu umgewandett   Nidht   vergessen; Niemas sith I 8w öffnen Mindestens   haltbar   bis   siehe Eiketenathid  Oiony Faschensculter .  Wärme   und lidtescübt bgen k : raor Öffnen zischen Ound 69C aufbewahren undinnensbnk O8} Jhas aufbraucen EN Qrganic [ightyspaikdingimsk ]  s4wa tea Ingredients: Water filtered by reverse osmo (E12 uladdjd sugar (uansfored during fermentaton) kombuhoheg) 06 stevia tea extad (water, organic stevia kaes) opitgs abhe natural ginger flavour 0.2%,natural Jemon facu €C3 Kelres cagulans  Remember; Never shale Open @61k,$1 coldryplac; awayfom sunlight Afteropenigkcaiig puhor 6Cand cnsumewithin 3 das: Best before sbcondc uhjeb Einwegpfand € 0,25 Made & Asteriscosekii SA Parque ] Tecnologotho 2 2 Rua do Mamue | Exor Portugal RMm] { K 1 ; 2680 L e TOAFZAC e  Rohnns 1Sbir la lgyau 4ksme Aine bou Id 0rio 7005-433 [ 003] Jinin JiAla Mlndesen bakhar [ Dosenboda siehe"
5600821261717_1_ucb.JPG,9,1599,613,2558,770,DE   Fementetes_ Grüintee Getäk m I Ztronengesdmad  Zutaten: Waser pahni
5707196160192_4_ucb.JPG,5,546,1578,3565,3599,7= rresss 4a eee nn 5855887889883218/Su888=io7 e ss GRE TWLIP J & OVEN G 2 8 approx. 30 min Slow Cooked 88 PULLED PORK 1 TENDER AND JUICY Barbecue 2 8
5707196160192_4_ucb.JPG,4,1407,2025,2711,2341,TULIP
5707196160192_4_ucb.JPG,0,1411,2025,2707,2339,TWLIP
5707196160192_4_ucb.JPG,2,1074,2676,3084,3051,PULLED PORK
5707196160192_4_ucb.JPG,1,1887,3197,2263,3272,Barbecue
5000112548167_8_ucb.JPG,7,2183,1748,2413,1872,"e0,5L"
5000112548167_8_ucb.JPG,12,2181,1871,2657,2408,"Nährwertangaben je: 1oOml 25OmL  (%5 Brennwert: 0,8 kJI 2kI 0,2 kcal /0,4 kcal  (0p] [Kohlenhydrate: 0g 89 7op[ davon Zucker: 0g (o%| [Salz: 0,029 0,05g  (1%)] [Enthalt geringfügige Mengen von Fett gesättigten Fettsäuren und Eiwein fur einen ""Rofersoangngon Erwachsenen (8400 kJ / 2000 kcal) ."
5000112548167_8_ucb.JPG,6,2548,2372,2648,2480,0 049
5000112548167_8_ucb.JPG,20,2702,1745,2896,2017,
5000112548167_8_ucb.JPG,3,2664,2009,2931,2552,0 0
5000112548167_8_ucb.JPG,2,1838,1756,1927,1850,4 Ulo
5000112548167_8_ucb.JPG,1,1922,1803,2150,1873,ligltotaate
5000112548167_8_ucb.JPG,5,1833,260,3030,4350,"Ila tiqhtstaste @0,5L-2x25 mn Ta sbuleinhalliges Nährwertangaben je: 1 #ctinkmit Pflanzenextrakten; 1oOml 25OmL  (% Ieb Zutaten: Wasser, [Brennwert: 0,8 kJi 2kI Fubsholy E 750d, 0,2 kcal 0,4 kcal   (op) Id Phosphorsaure und [Kohlenhydrate: 0g 0g (09| Sibungsmittel davon Zucker: 0g 0g  (o%) Acesullam K, [Salz: 0,029 0,05g (19) Aroma Kolfein  Enthalt geringfügige Mengen von Fett enjlalaninquelle; gesättigten Fettsäuren und Eiwein shckex ; J8on 1 Roferscumengchen Einechsenen Acohpahy (8400 kJ / 2000 kcal) . n Partners DE, Mindestens haltbar bis: PEIo 38484,10207 Berlin siehe Flaschenhals mx coke de Einwegpfand 0,25 € hosgzan E"
5000112548167_8_ucb.JPG,9,1835,1879,2159,1972,"1a1 JoHeinhaltiges strink mit Pllanzenextrakten ,"
5000112548167_1_ucb.JPG,7,1877,1768,2013,1861,e05L
5000112548167_1_ucb.JPG,20,2294,1756,2553,2023,
5000112548167_1_ucb.JPG,3,2239,2034,2618,2564,1
5000112548167_1_ucb.JPG,6,2123,2382,2215,2482,"Qi"""
5000112548167_1_ucb.JPG,12,1884,1873,2224,2286,"Hahrwertangaben je; JoOm| 250m   (%s Prnwen   08ki 2kI 0,2kcal /0,4 kcal   |op) Yohydrale: 0g 0g J09[ [Grn Zucker; 0g 0g 7o%| Ish 0029 0,059 (19) [agerngfugige von Fett,  [atglen Fellsauren und Eiwein , Mengen '"
5000112548167_1_ucb.JPG,2,2656,1941,2977,2342,(60
5000112548167_1_ucb.JPG,1,2891,2374,2973,2508,Un
5000112548167_1_ucb.JPG,5,1830,252,3000,4353,"e0,5L =2x 25omi0 ohhe Hahrwertangaben je; 1 JoOmt 25Om( (%5 0 Pr""er   08k/ 2Ki 0,2kcal H0,4 kcal  (op) |eeohydrale; 0g 0g Jop] Uin oZucker; 0g 0g  (o%) (o 0,02g _ 0,05g (19) [algennghugige | 'von Fett, 2 Katglen Fettsauren und Eiwein ; Iur einen Luchschnithchen Erwachsenen 8AMOR| 2000 kcal]"""" Wekstbscshalbas bis: PET 8 Un Einwegpfand 0,25 € Mengen ' 'Pelerenumenge  Modestens |"
5707196160192_5_ucb.JPG,5,701,262,3080,3844,TQLIP Slow Cooked PULLED PORK TENDER AND JUICY Barbecue Readyfor GRILL & OVEN approx 30 min H 8 1 1 |
5707196160192_5_ucb.JPG,0,1256,586,2485,879,TWLIP
5707196160192_5_ucb.JPG,4,1259,586,2488,881,TWLIP
5707196160192_5_ucb.JPG,2,1263,1295,2498,1984,PULLED PORK
5707196160192_5_ucb.JPG,1,1752,2162,2011,2218,Barbecue
5000159471510_6_ucb.JPG,2,1429,1314,2835,2232,L 00 87
5000159471510_6_ucb.JPG,7,2506,874,2745,1119,@@ol
5000159471510_6_ucb.JPG,19,1685,2924,2071,3554,1/5 8 44g 949kJ 227kcal 11% 2157 kJ / 516 kcal 100g:
5000159471510_6_ucb.JPG,1,1520,1138,2018,1333,PEANUT
5000159471510_6_ucb.JPG,5,1308,141,2991,3905,PEANUT Mgy 00 7 M 1/5 2 449 949kJ 227kcal M 11% 100g: 2157 kJ / 516 kcal 226q
5000159471510_3_ucb.JPG,12,1022,1141,2752,1807,"Fonionen Pio Fackung 1Uu 4 Portionsgrösse: / Tamano de la 449 (%*) Nährwertinformation / Informacion Nutricional /100g (11%) 2157kJ (119%) Energie Valor energetico 516kcal 11g (16%) 269 Fett Grasas 4.79 (24%) davc esittigte Fettsauren / de las cuales saturadas 11g (10%) Kohlenh /arate Hidratos de carbono 58g (26%) ua 0 Zucker / de los cuales azucares 53g 4.,49 (9%) Eiweiss / Proteinas 0.04g (< 1%) Salz Sa 0.10g 400 OOO kcal) / 449 porcion: 949kJ 227kcal 26g 239 109 kJl2"
5000159471510_3_ucb.JPG,10,1068,1920,2743,2620,"DI D Erdnüsse (24%) in Milchschokolade (48%) mit Zuckerüberzug : Pulaten;: Zucker , Erdnüsse Kakaomasse Vollmiichpulver, Kakaobutter , Stärke; Palmfett Glickosesirup, Magermiichpuiver, Emulgator (Sojalecithin) Milchzucker Slabiosator (Gummi arabicum), Sheafett 'Butterreintett (aus Milch) Dextrin; Überzugsmitel (Carnaubawachs), Farbstoffe (E10O, E120, E133, Ei60a, Ei6oe, E170), Palmkernöl; Aromen, Salz . (Kann enthalten: Haselnuss Mandel) [S Cacahuetes (24%) recubiertos de chocolate con leche (48%) y una capa de azucar. Ingredientes: azucar cacahuetes, pasta de cacao; leche entera en polvo; manteca de cacao, almidon; grasa de palma, jarabe de glucosa; Ieche descremada en polvo; emulgente (lecitinade soja), lactosa , estabilizante (goma arabiga), manteca de karite, grasa de (de la leche) , dextrina; agente de recubrimiento (cera carnauba) , colorantes E120, E133, E160a, E16Oe, E170) , aceite de semillas de palma, aromas, sal: contener: avellana, almendra) . mantequilla (Eioo, (Puede"
5000159471510_3_ucb.JPG,11,1123,2920,2264,3212,"IMP: (n Austria OG, Handelskai 92, A-1200 Wien mars at DE Mars GmbH, D-82004 130 130 60, www mars de [S Mars Spain de Carlos Trias Bertran, 4, 1a Espana 900 10 25 88, www. mars es Mars 02162 601-0 WWW Unterhaching; 089 Multisales SL Plaza planta, 28020 Madrid,"
5000159471510_3_ucb.JPG,7,1078,3320,1482,3454,220 g €
5000159471510_3_ucb.JPG,6,1509,3328,1646,3419,
5000159471510_3_ucb.JPG,6,1696,3271,1900,3421,
5000159471510_3_ucb.JPG,3,2285,2545,2772,3378,0 2 N 4 0 f
5000159471510_3_ucb.JPG,5,696,376,3173,3761,"Portionen pro Packung: Porciones por paquete: 5 Portionsgrosse: , Tämano de la porcion: 449_ /449 (%*) Nährwertinformation Informacion Nutricional 1 100g (11%) 2157kJ (11%) Energie Valor energetico 516kcal 11g (16%) 269 Fett Grasas 4.79 (24%) davc esättigte Fettsäuren de Ias cuales saturadas_ 11g 269 (10%) (ohlenh /arate Hidratos de carbono 58g 23g (26%) davoi_Zuckar / de los cuales azucares 53g 4,49 (9%) Eiweiss / Prcteinas 10g 0.04g (< 1%) Salz Sai 0.10g Erwvachsenen (8 400 kJI2 OOO kcal) / Referenzmenge tur einen durchschnittlichen 'Ingesta de referencia de un adulto medio (8 400 kJ/2 OOO kcal) WV DE Erdnüsse (24%) in Milchschokolade (48%) mit Zuckerüberzug: Zulaten: Zucker , Erdnüsse Kakaomasse- Vollmiichpulver, Kakaobutter , Stärke; Palmfett; Glukosesirup Magermilchpulver, Emulgator (Sojalecithin), Milchzucker Siabiisator (Gummi arabicum) , Sheafett; 'Butterreinfett _aus Milch) Dextrin; Überzugsmitiel (Carnaubawachs), Farbstoffe (E10O, E120 E133, E160a, Eigoe, E170) , Palmkernöl; Aromen, Salz . (Kann enthalten: Haselnuss, Mandel) . [S Cacahuetes (24%) recubiertos de chocolate con leche (48%) y una capa de azucar. Ingredientes: azucar; cacahuetes, pasta de cacao, leche entera en polvo, manteca de cacao; almidon; grasa de palma, jarabe de glucosa; Ieche descremada en polvo; emulgente (Ileninade soja), lactosa, estabilizante (goma aräbiga) , manteca de karite, de (de la leche), dextrina; agente_de recubrimiento (cera carnauba) , colorantes (Etoo, E120, E133, E160a, Ei6oe, E170), aceite de semillas de palma, aromas, contener: avellana, almendra) . A 0@ Milchschokolade enthält neben Kakaobutter % andere pflanzliche Fette. ES El chocolate con che contiene grasas vegetales ademas de manteca de : IMP: A 02162 Austria OG, Handelskai 92, A-1200 Wien WWW .mars at DE Mars GmbH, D-82004 Spain 130 130 60, WWW.mars de [S Mars ; SL, de Carlos Trias Bertran, 4, 1a Espana 900 10 25 88, www mars es 220 g e @ M 949kJ 227kcal mantequilla grasa (Puede sal. acao. Mars 601-0 Unterhaching; ' 089 Multisales Plaza planta; 28020 Madrid ,"
5000159471510_3_ucb.JPG,9,1242,1924,2591,2000,Erdnüsse (24%) in Milchschokolade (48%) mit Zuckerüberzug: Gtirke
5600821261717_5_ucb.JPG,15,1281,830,1394,1197,9 YEGAN
5600821261717_5_ucb.JPG,12,1438,2669,2388,3424,PER m 741/11 Fett fat 0 'gesättigte Fettsäuren ofwhich saturates 08 carbohydrate 48 Zucker of which sugars 448 protein Salz salt 100 Brennwert energy Davon Kohlenhydrate Davon 7 Enweiß
5600821261717_5_ucb.JPG,3,2511,2511,2538,3147,
